PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
6437,11111074,6603818,COC1=CC(=CC(=C1OC)OC)C(=O)OCCC[NH+]2CCC[NH+](CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.28,-1.527,28.83,3.283,-9.942,17.14,-13.42,-14.21,8.233,-0.9506,-0.5364,-7.134,3.286,-8.888,-22.33,-18.28,QC'd by SigmaAldrich
6438,11112419,6603779,C[C@@H](C[N+](C)(C)C)OC(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-34.61,0.4436,5.534,-3.025,-10.69,23.46,-24.92,-13.12,0.4513,-7.263,-13.51,3.665,-17.22,,-34.61,,QC'd by Prestwick
6439,4240137,3235243,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)N4CCN(CC4)C,Inconclusive,20,,,Inhibitor,39.8107,51.278,,Single point of activity,-4.4,4.9549,0.5728,-55.496,-4.218,-3,0 1 0 0 0 0 0,-48.33,,,-10.8,,42.35,,-28.88,,-5.448,,13.85,,11.06,,-48.33,QC'd by Pharmacopeia
6440,4238147,3233258,CS(=O)(=O)NC1=CC=CC(=C1)C2=CN=CN=C2NCC3=CC=CC=C3,Active,42,,,Inhibitor,12.5893,75.146,,Partial curve; partial efficacy,-4.9,3.5117,0.8418,-77.727,-2.581,-2.2,0 0 0 0 0 0 0,-76.09,,,-8.413,,-19.94,,-10.26,,12.15,,14.72,,-36.89,,-76.09,QC'd by Pharmacopeia
6441,26750849,16758346,C[C@@H]1CCCC(=O)OC[C@H]([C@@H](/C=C\CC(=O)N[C@H](C(=O)OC[C@H]1OC)CC2=CC=CC=C2)C)OC,Inconclusive,20,,,Inhibitor,0.0025,73.3385,,Complete curve; partial efficacy; poor fit,-8.6,4.5045,0.7475,-44.311,29.0275,-1.4,0 0 0 0 0 0 0,-69.37,28.74,,-33.48,,-33,,-20.83,,-40.39,,-57.66,,-69.37,,,QC'd by BUCMLD
6442,26752397,16758873,CC1=C(C(N2C(=O)[C@@]3(C(C([C@@]2(N1CC4=CC=CC=C4)O3)C(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(=O)OC)C7=CC=CC=C7)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-44.53,56.15,,-1.379,,7.944,,12.25,,2.139,,-2.024,,-44.53,,,QC'd by BUCMLD
6443,11113422,1884,C1=CC2=C(C=C1Cl)NC(=CC2=O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,14.64,-21.61,8.824,-3.749,-17.08,-2.048,-20.42,-19.92,-18.27,0.9308,-3.635,5.98,20.12,21.97,15.2,14.64,QC'd by Tocris
6444,4239519,3234626,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)C4=CC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,-22.29,,,12.15,,-36.19,,-14.73,,-0.5911,,-10.61,,-0.654,,-22.29,QC'd by Pharmacopeia
6445,4253148,3246228,C1=CC=C(C=C1)NC(=O)[C@H]2[C@@H]3C=C[C@@H]([C@@H]2C(=O)O)O3,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.637,-15.2,,-9.198,,-13.13,,-4.712,,-22.77,,-5.518,,-3.637,,,QC'd by NCI
6446,11111859,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,83,,,Inhibitor,5.0119,92.7303,,Complete curve; high efficacy,-5.3,2.5884,0.8727,-86.7593,5.9711,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.65,-8.031,-8.054,-0.0805,-9.439,10.42,13.93,0.9106,1.315,26.81,41.04,-18.09,-39.32,-75.55,-82.63,-91.65,QC'd by SigmaAldrich
6447,26750848,16758345,C[C@@H]1CCCC(=O)OC[C@@H]([C@H](/C=C\CC(=O)N[C@@H](C(=O)OC[C@H]1OC)C)C)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,31.26,12.43,,9.653,,7.177,,19.03,,5.989,,32.01,,31.26,,,QC'd by BUCMLD
6448,4253805,283213,C1=CC=C(C=C1)NN(CC2=NC=CN=C2)C3=CC=CC=C3,Active,47,,,Inhibitor,1.9953,108.225,,Partial curve; high efficacy,-5.7,1.6266,0.9693,-110.347,-2.1225,-2.1,0 0 0 0 0 0 0,-100.8,-1.271,,-11.23,,-10.13,,5.325,,-3.222,,-61.37,,-100.8,,,QC'd by NCI
6449,11114130,6603728,CC1=C([C@@H](C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,Active,93,,,Inhibitor,0.1585,126.141,,Complete curve; high efficacy,-6.8,0.5,0.9674,-108.776,17.3656,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-101.5,1.861,22.54,2.011,-20.57,-18.31,-16.01,-29.16,-56.05,-62.48,-76.3,-80.63,-95.52,-93.08,-97.78,-101.5,QC'd by Tocris
6450,11112854,9604981,C=CC1=C(N2[C@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,21.79,-25.56,27.15,-8.354,2.234,-7.88,9.375,-7.712,-6.521,-12.31,-0.9621,7.374,1.585,,21.79,,QC'd by Prestwick
6451,4254307,3246676,C1=CC=C2C(=C1)C(=CN2)CC[C@@H](CO)C3=CNC4=CC=CC=C43,Active,49,,,Inhibitor,0.1259,152.037,,Partial curve; partial efficacy,-6.9,0.5,0.9723,-71.875,80.1625,-2.2,1 0 0 0 0 0 0,-65.24,2.959,,63.02,,31.67,,13.41,,-26.45,,-32.02,,-65.24,,,QC'd by NCI
6452,4238648,3233757,C1CN(CCC12CCN(CC2)C(=O)OC3=CC=CC=C3)C(=O)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-36.68,,,9.675,,8.612,,-38.53,,33.27,,50.72,,-37.31,,-36.68,QC'd by Pharmacopeia
6453,17385052,5771840,CCC/C=C(\CCC)/C(C1=CC=C(C=C1)C(=O)OC)NC(=O)C2=CC=CC=C2,Active,44,,,Inhibitor,5.0119,89.5244,,Partial curve; high efficacy,-5.3,1,0.8854,-92.1321,-2.6078,-2.1,0 0 0 0 0 0 0,-84.6,,,-16.71,,19.71,,-9.189,,-18.84,,-23.15,,-67.65,,-84.6,QC'd by UPCMLD
6454,4239026,3234133,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)C(=O)NC4=CC=CC=C4,Inconclusive,20,,,Inhibitor,10,86.901,,Partial curve; partial efficacy; poor fit,-5,1.6259,0.6137,-56.454,30.447,-2.4,1 0 0 0 0 0 0,-52.02,,,-11.94,,-16.54,,67.38,,41.51,,21.23,,-16.33,,-52.02,QC'd by Pharmacopeia
6455,4240140,3235246,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)NC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,3.207,,,86.38,,-14.75,,23.62,,-30.57,,4.124,,-0.1803,,3.207,QC'd by Pharmacopeia
6456,4254303,340856,CC1=C(N=C(N=C1C2CC2)N)C3=C(C(=NC(=N3)N)C4CC4)C,Inactive,0,,,Inactive,,,,,,,,,,4,,23.27,-9.783,,-1.185,,-15.77,,12.84,,12.66,,3.73,,23.27,,,QC'd by NCI
6457,11111077,5280569,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,41.21,0.6795,-34.47,-2.479,15.96,-10.81,-6.081,7.341,5.877,27.39,-1.403,-4.011,3.86,-10.58,-4.704,41.21,QC'd by SigmaAldrich
6458,4238150,3233261,C1=CC=C(C(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4)C(F)(F)F,Active,99,,,Inhibitor,0.0079,98.504,,Complete curve; high efficacy,-8.1,2.0437,0.9982,-103.214,-4.71,-1.1,0 0 0 0 0 0 0,-104.8,,,-21.16,,-87.91,,-103.5,,-102.2,,-101,,-103.9,,-104.8,QC'd by Pharmacopeia
6459,4237512,3232625,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.317,,,-6.359,,-23.52,,-19.86,,-8.284,,78.64,,-32.64,,-4.317,QC'd by Pharmacopeia
6460,26752400,9548509,CC1=C(C(N2C(=C(C(=C(C2=O)C(=O)OC)C(=O)OC)C(=O)OC)N1CC3=CC=CC=C3)C4=CC=CC=C4)C(=O)OC,Inconclusive,20,,,Inhibitor,6.3096,52.5282,,Single point of activity,-5.2,4.9549,0.824,-57.8661,-5.3379,-3,0 0 0 0 0 0 0,-55.17,-9.447,,3.209,,3.072,,-18.79,,-12.97,,1.32,,-55.17,,,QC'd by BUCMLD
6461,4252582,224145,C1=CC=C2C=C(C=CC2=C1)NC(=O)CCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.31,16.75,,-21.27,,-17.84,,-7.301,,-2.671,,19.81,,-18.31,,,QC'd by NCI
6462,11113419,3532,C1CNCC(=C1)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.19,-9.518,-4.089,-9.39,-4.903,-5.577,-9.455,5.493,9.788,19.44,-3.232,9.897,2.23,-5.315,-11.79,-19.19,QC'd by Tocris
6463,26750852,16758348,C[C@@H]1CCCC(=O)OC[C@@H](/C=C\CC(=O)N[C@@H](C(=O)OC[C@H]1OC)CCSC)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-34.52,1.638,,3.487,,-24.11,,10.35,,-16.47,,-17.62,,-34.52,,,QC'd by BUCMLD
6464,11112855,189911,C[C@H]1CN(CC[C@]1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-32.54,45.85,33.23,-11.49,-10.23,71.77,16.88,9.196,-7.367,-13.49,-16.05,17.99,-1.23,,-32.54,,QC'd by Prestwick
6465,4253806,3246471,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@@H](O3)C(=O)O)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.527,-0.3763,,-7.756,,7.651,,7.915,,0.486,,35.87,,-9.527,,,QC'd by NCI
6466,11114131,6604881,CC1=C([C@H](C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,Active,91,,,Inhibitor,0.1259,102.083,,Complete curve; high efficacy,-6.9,4.095,0.9208,-90.2732,11.8099,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-100.7,24.89,7.843,3.276,-11.01,7.001,38.24,-9.149,-75.3,-55.58,-86.89,-96.48,-100.7,-96.6,-98.37,-100.7,QC'd by Tocris
6467,4253149,162021,CCCCNN.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-44.28,28.4,,22.57,,11.81,,-7.832,,2.404,,1.106,,-44.28,,,QC'd by NCI
6468,11111860,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,87,,,Inhibitor,0.7943,92.4624,,Complete curve; high efficacy,-6.1,3.0654,0.9128,-86.8356,5.6268,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0,-96.85,-17.08,21.7,3.367,-12.01,8.602,3.066,4.945,28.19,-8.428,-55.86,-74.36,-87,,-96.85,,QC'd by Prestwick
6469,4239518,3234625,CC1=NC2=CN=C(N=C2N(C1=O)CCC#N)OC3=CC=C(C=C3)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-43.12,,,-17.71,,240.4,,115.2,,-12.93,,2.857,,466.8,,-43.12,QC'd by Pharmacopeia
6470,11112415,721860,C[C@@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.514,-0.4218,8.521,-16.69,-3.891,26.53,-22.59,-12.83,22.37,22.33,6.889,-16.1,9.638,,-4.514,,QC'd by Prestwick
6471,4238647,3233756,C1C[C@@]2(CCN(C2)C3=CC=NC=C3)CN(C1)C(=O)C4=CC=CO4,Inactive,0,,,Inactive,,,,,,,,,,4,,-25.63,,,22.13,,40.87,,12.31,,3.558,,22.93,,-6.274,,-25.63,QC'd by Pharmacopeia
6472,17385053,5771849,CCC/C=C(\CCC)/C(C1=CC=C(C=C1)C(F)(F)F)NC(=O)C2=CC=CS2,Active,89,,,Inhibitor,0.3162,98.2577,,Complete curve; high efficacy,-6.5,0.8,0.9902,-94.4211,3.8367,-1.1,0 0 0 0 0 0 0,-94.93,,,-3.587,,1.703,,-24.74,,-54.21,,-74.25,,-88.7,,-94.93,QC'd by UPCMLD
6473,4239029,3234136,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC4=CC=CC=C4,Active,41,,,Inhibitor,15.8489,86.086,,Partial curve; partial efficacy,-4.8,2.1876,0.9074,-77.086,9,-2.2,0 0 0 0 0 0 0,-72.25,,,16.82,,-0.0682,,-5.496,,23.89,,9.321,,-19.3,,-72.25,QC'd by Pharmacopeia
6474,4254304,340857,C1=CC=C(C=C1)C2=C(N=C(N=C2C3=NC(=NC(=C3C4=CC=CC=C4)C5=CC=CC=C5)N)N)C6=CC=CC=C6,Inactive,0,,,Inactive,,,,,,,,,,4,,13.03,-0.2792,,-11.26,,29.4,,-7.764,,6.868,,11.24,,13.03,,,QC'd by NCI
6475,4240139,3235245,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)CCOC,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.57,,,-9.24,,-16.5,,-3.063,,-4.401,,15.31,,17.66,,-21.57,QC'd by Pharmacopeia
6476,11112417,6604272,C[C@@H](COC1=CC=CC=C1)N[C@@H](C)[C@@H](C2=CC=C(C=C2)O)O,Inconclusive,20,,,Inhibitor,15.8489,77.6755,,Single point of activity,-4.8,4.9549,0.692,-76.1025,1.573,-3,0 0 0 0 0 0 0 1 0 0 0 0 0,-69.43,7.56,5.92,24.84,19.39,-6.541,2.288,-20.24,61.88,5.592,-19.41,-9.228,5.753,,-69.43,,QC'd by Prestwick
6477,11111076,3136,COC1=C(C(=O)C2=CC=CC=C2C1=O)OC,Inconclusive,20,,,Inhibitor,31.6228,74.7672,,Single point of activity,-4.5,4.095,0.5644,-67.0632,7.704,-3,0 1 0 0 0 0 0 0 0 0 1 0 0 0 0,-61.45,12.1,49.08,22.09,-10.5,41.27,-22.52,-2.452,13.74,13.33,-10.7,63.53,25.76,-1.047,-12.31,-61.45,QC'd by SigmaAldrich
6478,26752399,9548509,CC1=C(C(N2C(=C(C(=C(C2=O)C(=O)OC)C(=O)OC)C(=O)OC)N1CC3=CC=CC=C3)C4=CC=CC=C4)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,31.57,40.59,,-20.02,,-26.34,,-12.85,,5.506,,6.761,,31.57,,,QC'd by BUCMLD
6479,4238149,3233260,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CC5=CC=C(C=C5)F)N6CCNCC6,Active,83,,,Inhibitor,7.9433,52.39,,Complete curve; high efficacy,-5.1,4.095,0.9912,-97.394,-45.004,-1.1,0 0 1 0 0 0 0,-97.81,,,-44.22,,-42.92,,-10.14,,-49.2,,-43.27,,-87.11,,-97.81,QC'd by Pharmacopeia
6480,4237511,3232624,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CC4=CC(=CC=C4)OC,Active,50,,,Inhibitor,0.7943,198.431,,Partial curve; high efficacy,-6.1,0.4,0.9263,-128.064,70.3665,-2.1,0 0 0 0 0 0 0,-98.25,,,50.45,,58.12,,-13.69,,-21.59,,-31.64,,-84.63,,-98.25,QC'd by Pharmacopeia
6481,4252583,408290,C1=CC(=C(C=C1NC2=C3C=CC(=CC3=NC=C2)Cl)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.23,12.07,,10.22,,9.697,,29.94,,27.11,,-15.55,,-17.23,,,QC'd by NCI
6482,26750851,6419696,C[C@@H]1CCCC(=O)OC[C@@H](C(=O)N[C@H](C(=O)OC[C@H]1OC)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,15.24,1.277,,1.181,,-11.64,,9.674,,-9.077,,-8.21,,15.24,,,QC'd by BUCMLD
6483,11113420,3765,C1CNCC=C1C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.8,-15.07,-10.41,6.089,10.19,-4.376,-6.313,10.73,11.03,6.772,-10.04,6.378,19.13,-13.69,-8.904,-16.8,QC'd by Tocris
6484,11114132,262093,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,Active,93,,,Inhibitor,0.0794,120.67,,Complete curve; high efficacy,-7.1,0.6,0.986,-102.968,17.7015,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-104,14.01,-0.6256,6.51,-4.265,-17.48,-28.31,-54.84,-64.98,-62.25,-80.71,-85.95,-94.24,-94.63,-101.7,-104,QC'd by Tocris
6485,4253150,3246229,C1COCCN1[C@H]2C3=CC=CC=C3C4=NC5=CC=CC=C5C=C24,Inconclusive,20,,,Inhibitor,3.1623,76.797,,Single point of activity,-5.5,2.4729,0.9029,-64.716,12.081,-3,0 0 0 0 0 0 0,-61.43,19.96,,-5.89,,20.19,,8.444,,16.97,,-12.42,,-61.43,,,QC'd by NCI
6486,11112856,6604439,CCC(C)(C)C(=O)O[C@@H]1C[C@@H](C=C2[C@H]1[C@@H]([C@H](C=C2)C)CC[C@H]3C[C@H](CC(=O)O3)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-25.44,-16.37,-12.91,15.27,8.125,-1.991,12.42,22.22,-14.17,-9.721,-5.56,43.79,11.66,,-25.44,,QC'd by Prestwick
6487,11111861,5382,C1=CC(=CC=C1OC2=C(C=C(C=N2)Cl)Cl)OC3=C(C=C(C=N3)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.51,-12.03,30.96,-28.38,43.37,16.58,62.52,18.07,-7.294,4.72,36.12,32.59,26.14,-11.51,1.76,-18.51,QC'd by SigmaAldrich
6488,4253807,5475291,CC(C)/C(=N/[N+](C)(C)C)/C1=CC=CC=C1,Inactive,0,,,Inactive,,,,,,,,,,4,,18.6,-1.379,,-1.422,,-8.503,,-23.32,,-9.294,,-17.13,,18.6,,,QC'd by NCI
6489,4239517,3234624,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4OC)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,-37.78,,,-1.426,,21.68,,-13.57,,14.93,,1.382,,6.799,,-37.78,QC'd by Pharmacopeia
6490,4239028,3234135,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C[C@H]5CCCO5)NC6=CC(=CC=C6)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,10.95,,,-2.294,,3.753,,19.91,,-16.85,,-7.709,,-1.757,,10.95,QC'd by Pharmacopeia
6491,4238646,3233755,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=CC=CC=C5OC,Active,44,,,Inhibitor,5.0119,115.576,,Partial curve; high efficacy,-5.3,0.9,0.928,-98.265,17.311,-2.1,1 0 0 0 0 0 0,-88.07,,,-22.12,,1.273,,35.58,,1.252,,-23.9,,-58.12,,-88.07,QC'd by Pharmacopeia
6492,11112416,11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,Inconclusive,20,,,Inhibitor,0.1,28.741,,Complete curve; partial efficacy; poor fit,-7,4.9549,0.5897,-27.7216,1.0194,-1.4,0 0 0 0 0 0 0 0 0 0 0 1 0,-1.836,4.885,-5.253,-3.698,-4.068,7.338,9.686,-14.08,-28.23,-17.88,-43.75,-45.12,-54.51,,-1.836,,QC'd by Prestwick
6493,4254305,3246674,C1CCCCCC2=C(CCCC1)C(=NC(=S)N2)C3=NC(=S)NC4=C3CCCCCCCCCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,12.55,-16.73,,8.614,,21.39,,2.894,,11.43,,11.18,,12.55,,,QC'd by NCI
6494,17385054,5771858,CCC/C=C(\CCC)/C(C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)C(F)(F)F,Active,42,,,Inhibitor,10,84.6841,,Partial curve; partial efficacy,-5,1.1,0.9836,-85.9999,-1.3158,-2.2,0 0 0 0 0 0 0,-75.91,,,-5.644,,-3.937,,0.5354,,2.248,,-18.58,,-45.17,,-75.91,QC'd by UPCMLD
6495,26750869,16758360,CC1=CC=C(C=C1)O[C@H]2C=C[C@H](O[C@H]2COC(=O)NCC3=CC=CC4=CC=CC=C43)CC=C,Active,47,,,Inhibitor,1.2589,112.656,,Partial curve; high efficacy,-5.9,0.8,0.9123,-101.64,11.016,-2.1,0 0 0 0 0 0 0,-89.29,-3.887,,20.87,,6.272,,11.59,,-38.25,,-48.16,,-89.29,,,QC'd by BUCMLD
6496,11112447,164739,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.832,-7.25,14.11,-8.943,-4.794,16.6,22.03,0.9543,19.93,12.58,-3.422,12.37,2.208,,-8.832,,QC'd by Prestwick
6497,4254311,3246680,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(=O)O)OC3=NC(=S)NC(=S)N3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,17.26,-22.36,,-20.4,,-7.804,,2.456,,11.2,,21.42,,17.26,,,QC'd by NCI
6498,4252597,224604,CCCCNC1=C2C=CC(=CC2=NC=C1CN)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-41.64,-1.642,,-1.045,,-26.83,,-19.09,,-18.41,,-6.233,,-41.64,,,QC'd by NCI
6499,4238997,3234104,CN(C)C1=NC=C2C(=N1)N(C(=O)C=N2)CCOC,Inactive,0,,,Inactive,,,,,,,,,,4,,-32.59,,,-7.987,,0.9849,,-18.98,,3.855,,13.68,,74.82,,-32.59,QC'd by Pharmacopeia
6500,4253152,3246231,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C[C@@H](C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,34.88,22.49,,-23.84,,10.95,,-14.84,,-4.289,,-13.93,,34.88,,,QC'd by NCI
6501,11114101,84008,CCC(=O)N(C1CCN(CC1)CCC2=CC=C(C=C2)N=C=S)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.041,-25.45,-6.869,6.422,0.6856,-8.582,-5.245,-1.285,-13.74,-25.88,-2.327,-1.002,19.61,-19.46,-27.02,-1.041,QC'd by Tocris
6502,11113426,6603754,C1CN(C[C@@H](N1)C(=O)O)CCCP(=O)(O)O,Inactive,0,,,Activator,2.5119,47.8615,,Complete curve; partial efficacy; poor fit,-5.6,4.9549,0.819,32.6595,-15.202,1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18.86,-14.18,-24.79,-8.007,-30.78,-20.99,-22.14,-9.988,-0.999,-15.62,0.884,-4.019,45.39,29.79,37.68,18.86,QC'd by Tocris
6503,4238652,3233761,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=CC(=CC=C3)NS(=O)(=O)C,Inconclusive,20,,,Inhibitor,31.6228,55.476,,Single point of activity,-4.5,3.132,0.8869,-56.389,-0.913,-3,0 1 0 0 0 0 0,-48.73,,,10.4,,44.12,,-4.429,,-10.56,,1.84,,-3.058,,-48.73,QC'd by Pharmacopeia
6504,17385065,5771815,C[C@]1(C[C@H]1C2CCCCC2)C(C3=CC=C(C=C3)C4=CC=CC=C4)NC(=O)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,13.89,,,1.38,,9.554,,5.709,,26.53,,-26.14,,-13.93,,13.89,QC'd by UPCMLD
6505,4237542,3232655,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)N4C=CN=C4,Active,41,,,Inhibitor,12.5893,92.2533,,Partial curve; partial efficacy,-4.9,2.9023,0.8994,-64.3758,27.8775,-2.2,1 0 0 0 0 0 0,-60.96,,,0.6739,,8.062,,38.52,,24.51,,42.29,,-17.35,,-60.96,QC'd by Pharmacopeia
6506,26752426,16758896,CC1CCC2C(=O)N(C(C(=O)N2C1C3=CC(=CC=C3)OC)C(C)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.03,46.85,,-2.182,,-0.8332,,-17.86,,-2.731,,9.591,,-12.03,,,QC'd by BUCMLD
6507,4240133,3235239,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=CC=C4)CC2,Active,62,,,Inhibitor,7.9433,73.425,,Complete curve; partial efficacy,-5.1,4.095,0.9883,-75.266,-1.841,-1.2,0 1 0 0 0 0 0,-75.79,,,-3.46,,69.65,,1.773,,2.62,,-8.304,,-62.27,,-75.79,QC'd by Pharmacopeia
6508,4253153,5771567,CC1=CC=C(C=C1)S(=O)(=O)O.C[C@@H](CC1=C(C=C(C=C1)Cl)Cl)NO,Active,47,,,Inhibitor,1.5849,103.945,,Partial curve; high efficacy,-5.8,0.9,0.98,-107.688,-3.7435,-2.1,0 0 0 0 0 0 0,-93.8,3.635,,-13.51,,-4.413,,-12.15,,-28.5,,-62.53,,-93.8,,,QC'd by NCI
6509,11111880,2051,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.66,4.098,19.66,6.233,17.58,38.75,0.5081,12.06,13.38,-3.814,-4.965,-5.494,0.7418,-5.914,4.072,-13.66,QC'd by SigmaAldrich
6510,4239499,3234606,C1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)CCC#N,Inactive,0,,,Activator,25.1189,73.684,,Single point of activity,-4.6,3.9295,0.6908,53.116,-20.568,3,0 0 1 0 0 0 0,50.46,,,13.03,,-37.74,,40.18,,-40.66,,-16.37,,-17.24,,50.46,QC'd by Pharmacopeia
6511,4238159,3233270,COC(=O)N1CCC2(CCCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CC1,Inactive,0,,,Inactive,,,,,,,,,,4,,34.55,,,-0.6804,,2.529,,-7.979,,12.56,,-15.94,,-21,,34.55,QC'd by Pharmacopeia
6512,11111078,4223812,CCC(=O)N1CCN(CC1)C(=O)C2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.453,6.161,-0.8105,6.644,-12.17,18.02,-12.64,12.39,-1.321,25.71,13.23,9.275,-0.9311,-2.227,-23,-7.453,QC'd by SigmaAldrich
