PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
4067,26751127,16758544,CC1=CC2=C(CCCN2C[C@@H](CN3CCCC4=C3C=CC(=N4)C5=CC=C(C=C5)Br)O)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.35,-5.539,,1.488,,-2.917,,0.3106,,2.972,,-3.861,,-14.35,,,QC'd by BUCMLD
4068,17385339,5459456,CCCC1=CC2=C(N1CC3=CC=C(C=C3)C)C(C4C2C(N(C4)C(=O)C5=CC=CC=C5)(C)C(=O)OC)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.96,,,3.128,,3.452,,2.827,,10.97,,15.34,,9.044,,-17.96,QC'd by UPCMLD
4069,4254053,3246578,C1=C(NC=N1)[C@@H]([C@@H](C(=O)O)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,10.76,0.035,,-1.099,,-2.665,,-8.611,,-6.141,,0.2821,,10.76,,,QC'd by NCI
4070,4238394,3233504,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)CC5=CC(=CC=C5)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.363,,,4.743,,-2.73,,5.86,,4.536,,-0.0634,,8.663,,-8.363,QC'd by Pharmacopeia
4071,11111352,3845,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.809,1.311,-1.406,-4.413,-0.3073,6.589,0.29,,,,-7.117,-3.263,4.042,-4.718,-0.9906,7.809,QC'd by SigmaAldrich
4072,4252867,3246129,C1=CC=C2C=[N+](C=CC2=C1)CCCC[N+]3=CC4=CC=CC=C4C=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,7.409,8.163,,2.333,,1.763,,-1.476,,-1.12,,-1.545,,7.409,,,QC'd by NCI
4073,11110860,11972586,CCC[C@@H]1O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5([C@H]4[C@@H](C[C@]3([C@]2(O1)C(=O)CO)C)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.079,-1.21,1.542,2.717,3.586,0.5918,-1.097,,,,-3.086,0.1659,-2.102,0.8207,6.774,-7.079,QC'd by SigmaAldrich
4074,26752592,5357488,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.57,-6.472,,-3.693,,-5.205,,0.1383,,6.579,,-6.162,,-16.57,,,QC'd by BUCMLD
4075,4253562,419081,C1CCC(C1)(C(=O)O)[NH-].C1CCC(C1)(C(=O)O)[NH-].O.O.[Ni+2],Inactive,0,,,Inactive,,,,,,,,,,4,,-11.45,-1.242,,-0.2033,,-2.616,,-7.807,,-5.529,,-16.27,,-11.45,,,QC'd by NCI
4076,4239242,3234349,COCC(=O)N1CCC2(CCCN(C2)C(=O)NC3=CC=CC(=C3)C#N)CC1,Inactive,0,,,Inactive,,,,,,,,,,4,,9.123,,,-1.596,,-5.092,,,,-4.368,,-4.155,,-5.116,,9.123,QC'd by Pharmacopeia
4077,11111353,3820,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.9,5.131,-4.381,-9.138,2.721,-2.173,3.848,,,,0.5961,-0.9964,3.019,-0.739,7.46,-11.9,QC'd by SigmaAldrich
4078,4253426,3246344,C[C@@]12CCC(=O)C=C1CC[C@H]3[C@H]2[C@H](C[C@@]4([C@@H]3CC[C@@H]4C5=CSC(=N5)N)C)O.C1=CC(=CC=C1S(=O)(=O)O)Br,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.58,8.415,,3.401,,9.142,,12.9,,0.7488,,-2.581,,-10.58,,,QC'd by NCI
4079,4238744,3233853,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NC4CCNCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.05,,,0.0847,,1.988,,7.451,,10.67,,24.94,,-5.428,,-20.05,QC'd by Pharmacopeia
4080,4237906,3233019,CC(=O)N1CCC2(CC1)CN(C2)C(=O)NC3=CC=CC(=C3)C#N,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.861,,,-5.652,,8.394,,,,-6.653,,-1.305,,8.672,,-3.861,QC'd by Pharmacopeia
4081,4239863,3234970,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC(=CC(=C3)F)F)N4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.508,,,0.5427,,-3.206,,-0.955,,-8.515,,3.925,,2.994,,-1.508,QC'd by Pharmacopeia
4082,4238395,3233505,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CCN(CC3)C(=O)NC4=CC(=CC=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,4.456,,,-14.78,,4.173,,,,-6.831,,-5.952,,-2.104,,4.456,QC'd by Pharmacopeia
4083,4240352,3235457,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)CCC#N,Inactive,0,,,Inactive,,,,,,,,,,4,,6.455,,,15.63,,3.133,,-5.616,,-3.905,,-2.103,,-5.602,,6.455,QC'd by Pharmacopeia
4084,11112175,54686775,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](C4=C(C=CC(=C4C(=C3C(=O)[C@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.91,-1.122,-7.964,,-6.414,7.459,-2.405,,-7.642,1.374,-9.39,3.455,-0.9012,5.791,1.91,,QC'd by Prestwick
4085,4240354,3235459,CN1C=CC=C1C(=O)N2CCC3(CCN(CC3)C4=NC=CC=N4)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.65,,,-19.15,,-9.487,,,,8.432,,17.6,,9.437,,-13.65,QC'd by Pharmacopeia
4086,11110861,6603746,CCCCOC1=C(C=CC(=C1)C[C@@H]2CNC(=O)N2)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.724,-6.08,0.5038,-1.126,6.036,5.065,-5.935,,,,-3.606,0.7486,-4.504,-2.456,8.827,-1.724,QC'd by SigmaAldrich
4087,4252870,225218,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)CCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.988,5.224,,-7.332,,11.2,,-4.383,,-4.085,,-4.505,,-4.988,,,QC'd by NCI
4088,4239243,3234350,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)C(=O)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.399,,,5.905,,-13.51,,,,1.344,,-7.515,,14.39,,-3.399,QC'd by Pharmacopeia
4089,4253561,269325,CC1=NC(=NC2=CC=CC=C12)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.214,12.69,,-1.309,,-3.947,,2.729,,-8.291,,-10.87,,-5.214,,,QC'd by NCI
4090,4239860,3234967,CC1=NC2=CN=CN=C2N(C1=O)C3CC3,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.465,,,17.6,,-3.716,,6.728,,1.612,,12.8,,-4.084,,-3.465,QC'd by Pharmacopeia
4091,26751125,6636348,CC1=CC2=C(C=C1)NC3=C2N=NC(=N3)CCCN4C=CN=C4C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.63,-6.564,,0.3914,,-2.832,,9.611,,9.126,,-3.971,,-15.63,,,QC'd by BUCMLD
4092,17385337,5459516,CC(=C1[C@H]2C(=C(C1=O)C3=CC=CC=C3)CN4[C@@]2(C(=O)N(C4=O)CCC5=CC=CC=C5)CC6=CC=CC=C6)C,Inactive,0,,,Inactive,,,,,,,,,,4,,1.454,,,21.42,,4.229,,5.845,,-4.343,,4.1,,-4.461,,1.454,QC'd by UPCMLD
4093,4254055,318119,CC1=NC2=NC(=NN2C(=C1)N3CCN(CC3)C)C4=CC=C(C=C4)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,15.03,4.113,,-0.2167,,-1.401,,11.45,,7.36,,12.49,,15.03,,,QC'd by NCI
4094,4238741,3233850,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)OC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.648,,,3.428,,-0.9683,,2.611,,6.241,,9.172,,0.5733,,-3.648,QC'd by Pharmacopeia
4095,4253425,3246343,C[C@@]12CCC(=O)C=C1CC[C@H]3[C@H]2[C@H](C[C@@]4([C@@H]3CC[C@@H]4C5=CSC(=N5)C6=CC=CC=C6)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.996,-16.45,,-3.146,,-14.81,,-13.06,,-6.578,,-1.546,,-7.996,,,QC'd by NCI
4096,11111607,439747,C([C@H](C(=O)O)N)OP(=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,4.12,1.492,-4.874,-0.8851,0.3679,2.673,1.688,,,,1.361,-6.936,-1.272,3.971,-0.7217,4.12,QC'd by SigmaAldrich
4097,26752593,16759022,CCOC(=O)[C@@]1(CCCC1=O)C(C2=CC=CC(=C2)C)NC(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,0.653,-0.2417,,-2.653,,-1.353,,-0.3505,,4.612,,4.591,,0.653,,,QC'd by BUCMLD
4098,4238396,3233506,CN1CCN(CC1)C2=NC=NC(=C2)C3=COC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.07,,,-4.881,,-2.533,,16.2,,3.18,,0.4073,,3.666,,-15.07,QC'd by Pharmacopeia
4099,4252869,235298,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CO)CCN(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.526,8.227,,-4.394,,4.196,,0.3132,,-2.216,,0.7404,,-1.526,,,QC'd by NCI
4100,11110862,6603747,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@H](CC1=CC=CC=C1)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.368,-1.173,-1.352,2.3,6.842,5.878,-0.7294,,,,-2.129,-3.143,-1.45,-1.308,9.446,-7.368,QC'd by SigmaAldrich
4101,11112174,54686778,C[C@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,0.2441,-2.763,-5.453,,-3.098,-6.215,-3.366,,-4.164,-1.318,4.258,-1.169,-4.379,1.73,0.2441,,QC'd by Prestwick
4102,4253560,5351957,CC1=CC=C(C=C1)N.C1=CC=C(C=C1)/C=C(/C2=CC=CC=C2)\S(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.267,-5.847,,0.5798,,-1.973,,3.234,,-5.31,,-11.37,,-7.267,,,QC'd by NCI
4103,4239244,3234351,C1CN(CCC12CN(C2)C3=NC=CC=N3)C(=O)C4=CC(=CC=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.046,,,-5.57,,-4.862,,,,1.067,,22.07,,-1.17,,-7.046,QC'd by Pharmacopeia
4104,4253424,11972249,C[C@H]1CC[C@]2([C@@H]([C@H]3[C@H](O2)C[C@H]4[C@]3(CCC5=C4[C@@H](C=C6[C@]5(CC[C@H](C6)OC(=O)C)C)[C@@H]7C=C8C[C@H](CC[C@@]8(C9=C7[C@H]2C[C@H]3[C@@H]([C@]2(CC9)C)[C@@H]([C@@]2(O3)CC[C@@H](CO2)C)C)C)OC(=O)C)C)C)OC1,Inactive,0,,,Inactive,,,,,,,,,,4,,3.512,-4.163,,5.004,,3.761,,-6.619,,-9.766,,-3.075,,3.512,,,QC'd by NCI
4105,11112610,54686782,CN(C)[C@@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,0.4989,14.7,-3.851,,5.136,2.923,-6.117,,1.408,-3.384,0.0538,-2.691,-0.6603,12.4,0.4989,,QC'd by Prestwick
4106,4254054,317657,CC1=CC(=O)OC2=C1C=CC(=C2OS(=O)(=O)C)OS(=O)(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,6.304,2.139,,-7.37,,-8.964,,5.34,,-3.336,,-5.1,,6.304,,,QC'd by NCI
4107,26751126,6636212,COC1=CC=C(C=C1)C2=CN=NC(=N2)CCCN3C=CN=C3C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.953,-14.02,,-2.253,,-7.928,,1.38,,6.132,,-0.1786,,-4.953,,,QC'd by BUCMLD
4108,4238742,3233851,CN(C)C(=O)C1=CC=C(C=C1)C2=CC(=NC=N2)NCCC3=CNC4=C3C=C(C=C4)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.69,,,9.336,,0.2768,,4.387,,7.524,,21.78,,13.93,,-19.69,QC'd by Pharmacopeia
4109,11111606,6603964,C/C/1=C/CC[C@@]2([C@H](O2)[C@H]3[C@H](CC1)C(=C)C(=O)O3)C,Inactive,0,,,Activator,39.8107,25.6972,,Single point of activity,-4.4,4.9549,0.4863,24,-1.6972,3,1 1 0 0 0 0 0 0 0 0 0 0,21.26,5.481,,,,-12.26,-8.786,2.32,-3.447,-9.331,14.09,-1.462,2.066,-1.373,-6.89,21.26,QC'd by SigmaAldrich
4110,17385336,5459452,CC[C@@H]1C(C(C2CC[C@@H]3[C@@H]4C2=C1CN([C@@]4(COC3OCC5=C(C=C(C=C5)F)C(F)(F)F)C)C(=O)OC(C)(C)C)COC)COC,Inactive,0,,,Inactive,,,,,,,,,,4,,2.491,,,8.507,,-1.479,,-2.384,,-0.2351,,-3.612,,1.164,,2.491,QC'd by UPCMLD
4111,26752594,16759023,CC1(C(=O)C=C2C=C(OC=C2C1=O)CCCCOCC3=CC=CC=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.729,2.817,,4.859,,-2.328,,-3.561,,0.9397,,-3.45,,-3.729,,,QC'd by BUCMLD
4112,11113169,6604623,COC1=CC(=CC(=C1OC)OC)/C=C\C(=O)N2CCCCC2=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.393,-0.832,-6.339,-14.45,-6.862,-0.4523,-0.7975,-4.034,-8.099,-11.98,-1.234,-3.469,8.506,,-6.067,-1.393,QC'd by Timtec
4113,11112609,6604340,CCC[C@@H]1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.992,0.9155,-2.164,,2.176,1.254,-3.449,,0.4466,-5.528,1.934,1.783,7.575,-3.706,-3.992,,QC'd by Prestwick
4114,11110855,2332,C1=CC=C(C=C1)C(=N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,0.7242,-9.314,2.882,-0.3776,-1.326,10.89,0.2557,,,,-1.457,1.491,0.9331,-4.915,0.3979,0.7242,QC'd by SigmaAldrich
4115,4237901,3233014,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C[C@H]4CCCO4,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.13,,,2.061,,7.042,,-1.905,,1.313,,13.11,,13.85,,-15.13,QC'd by Pharmacopeia
4116,4239237,3234344,C1=CC(=CN=C1)CNC2=NC=NC(=C2)C3=COC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.572,,,5.708,,4.396,,4.148,,-1.064,,17.04,,4.252,,-8.572,QC'd by Pharmacopeia
4117,4240356,3235461,CC(=O)N1CCC2(CCN(CC2)CC3=CC=C(C=C3)C#N)CC1,Inactive,0,,,Inactive,,,,,,,,,,4,,3.175,,,2.399,,15.81,,,,-9.158,,12.49,,-9.323,,3.175,QC'd by Pharmacopeia
4118,17385335,11948723,C[C@@H]1[C@@H]([C@@H]([C@H]2CC[C@H]3[C@H]4C2=C1CN([C@]4(CO[C@@H]3OC)C)C(=O)OC(C)(C)C)CO)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.6554,,,7.866,,-3.809,,6.418,,-3.754,,2.253,,3.825,,-0.6554,QC'd by UPCMLD
4119,4254057,3246580,C1[C@@H]2CC3(C[C@@H]1CC(C2)(C3)O)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.288,-9.594,,-0.2267,,18.25,,-1.357,,1.567,,-1.52,,1.288,,,QC'd by NCI
4120,11113172,6604625,C[C@@H]1OC[C@H]2[C@H](O1)[C@H]([C@H]([C@@H](O2)O[C@H]3[C@@H]4COC(=O)[C@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.806,0.8592,-0.3588,-0.0722,4.618,4.533,-0.5357,-1.003,-3.381,9.519,-2.702,0.0981,2.08,,6.766,-2.806,QC'd by Timtec
4121,26751131,6636208,CC1=CC2=C(CCCN2CC(CN3CCCC4=C3C=C(C(=N4)C)C)O)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.069,-2.517,,3.627,,-1.677,,0.3963,,1.194,,3.484,,-7.069,,,QC'd by BUCMLD
4122,4252863,235012,C1CS(=O)(=O)CCN1C2=CC=CC=C2CC(C3=CNC4=CC=CC=C43)C5=CNC6=CC=CC=C65,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.99,-0.5181,,6.668,,4.452,,14.65,,6.771,,7.724,,-17.99,,,QC'd by NCI
4123,4238398,3233508,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3N4CCNCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.65,,,2.191,,0.5412,,-5.907,,0.2596,,10.72,,3.281,,-15.65,QC'd by Pharmacopeia
4124,11111356,5311254,CN1[C@@H]2CC[C@H]1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.326,8.551,4.734,2.174,-0.4321,-0.4846,-5.962,,,,6.443,-1.851,4.463,-1.894,-3.533,-2.326,QC'd by SigmaAldrich
4125,4253431,261816,COC1=C(C=CC(=C1)C2SCCCCCCCCCCSC(SCCCCCCCCCCS2)C3=CC(=C(C=C3)O)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,,6.94,1.559,,1.941,,-4.538,,3.762,,-7.744,,-1.547,,6.94,,,QC'd by NCI
4126,4239858,3234965,CC(C)NC(=O)N1CC[C@]2(C1)CCCNC2,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.96,,,6.045,,20.12,,,,4.453,,4.251,,14.74,,-15.96,QC'd by Pharmacopeia
4127,11111613,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,5.435,13.49,14.38,7.917,16.65,9.628,,,,,-1.822,0.2985,2.146,-0.7797,-5.654,5.435,QC'd by SigmaAldrich
4128,11113851,2419,COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.83,-2.85,-1.675,-4.995,5.212,-4.938,-4.897,-0.5851,2.659,3.039,6.972,-0.7176,12.42,,-13.75,-14.83,QC'd by Tocris
4129,11110856,6603742,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4([C@@]3([C@H](C[C@]2([C@]1(C(=O)CO)O)C)O)F)C,Inactive,0,,,Inactive,,,,,,,,,,4,,1.308,-12.07,6.454,-1.523,-3.889,2.764,0.0943,,,,-5.526,0.1765,1.719,-6.655,5.614,1.308,QC'd by SigmaAldrich
4130,4237902,3233015,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCOC)OC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,8.263,,,1.476,,-7.893,,-8.242,,1.182,,-4.749,,-6.599,,8.263,QC'd by Pharmacopeia
4131,4240357,3235462,COC(=O)N1CCC2(CCCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC1,Inactive,0,,,Inactive,,,,,,,,,,4,,17.07,,,1.096,,2.42,,,,-0.4768,,-4.441,,-13.55,,17.07,QC'd by Pharmacopeia
4132,11113171,6604624,C[C@@H]1CCC/C=C\[C@H]2C[C@@H](C[C@@H]2[C@@H](/C=C\C(=O)O1)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,3.872,-6.168,-0.1862,-1.159,1.56,-3.65,2.073,0.3445,-5.991,7.134,1.006,-2.859,3.366,,7.866,3.872,QC'd by Timtec
4133,4238399,3233509,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC(=CC(=C3)F)F)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,2.082,,,2.419,,-4.123,,3.142,,-2.081,,4.731,,-5.258,,2.082,QC'd by Pharmacopeia
4134,4253430,3246347,C1[C@H]2[C@H]([C@H]([C@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,Inactive,0,,,Inactive,,,,,,,,,,4,,8.11,3.545,,0.5337,,-6.996,,0.129,,-1.887,,-3.029,,8.11,,,QC'd by NCI
4135,11112607,135484647,C[C@H]1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@@](O4)(OC=C[C@H]([C@@H]([C@H]([C@H]([C@H]([C@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,4.477,-0.4589,-2.792,,4.6,-4.888,-4.908,,-8.586,-3.848,3.356,8.857,2.461,-7.881,4.477,,QC'd by Prestwick
4136,4239859,3234966,CN1C2=NC=NC=C2N=C(C1=O)CCC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.02,,,3.254,,0.1618,,-0.3355,,3.693,,7.376,,18.03,,-15.02,QC'd by Pharmacopeia
4137,11113850,5029739,CC1=C(ON=C1C2=CC=C(C=C2)Cl)C3CCN(CC3)CCC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.529,-10.19,-6.7,-10.54,2.27,-7.132,-5.532,-8.773,0.6883,33.34,3.272,-0.8313,0.3209,,-7.663,-8.529,QC'd by Tocris
4138,4254056,3246579,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@@H](O3)C(=O)OCCO)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,16.99,4.307,,9.537,,2.844,,18.24,,7.911,,9.202,,16.99,,,QC'd by NCI
4139,4253557,269210,CC1=CC(=O)NC2=C1C=C(C=C2)CC3=CC=C(C=C3)NC(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,2.404,-5.557,,-0.9863,,-3.082,,9.958,,-0.3568,,2.688,,2.404,,,QC'd by NCI
4140,26752589,10582953,CC1=C(C=CC2=C1OCO2)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.174,-1.623,,-0.6564,,-2.825,,5.807,,11.97,,7.682,,-1.174,,,QC'd by BUCMLD
4141,4238401,3233511,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=C(C=C4)OC)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,3.699,,,-11.44,,2.119,,,,0.8613,,-1.177,,0.3924,,3.699,QC'd by Pharmacopeia
4142,4252866,235043,C1=CC=C2C(=C1)C=CC=C2CSC(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.22,2.257,,7.05,,10.38,,12.62,,4.399,,12.14,,-11.22,,,QC'd by NCI
4143,4240358,3235463,CC(=O)N1CCC2(CC1)CN(C2)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,3.103,,,3.852,,5.312,,,,-1.62,,-5.313,,-0.6488,,3.103,QC'd by Pharmacopeia
4144,4239239,3234346,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NC4CCNCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.26,,,3.715,,-2.275,,-6.795,,-2.411,,10.91,,18.56,,-17.26,QC'd by Pharmacopeia
4145,4238745,3233854,CC1=C(C(=NO1)C)C2=CN=CN=C2N3C=CN=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,4.076,,,5.275,,-7.1,,-0.6623,,-3.639,,6.945,,-0.3514,,4.076,QC'd by Pharmacopeia
4146,4238400,3233510,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.937,,,10.28,,7.554,,3.412,,5.107,,-1.964,,-3.691,,-1.937,QC'd by Pharmacopeia
4147,4254059,318461,C1CS(=O)(=O)CCN1CC2=CC=CC=N2,Inactive,0,,,Inactive,,,,,,,,,,4,,2.397,4.627,,2.107,,0.9021,,3.847,,10.23,,3.238,,2.397,,,QC'd by NCI
4148,4253429,700531,C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](CC3=CN=CN3)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.401,-2.619,,-3.315,,-1.915,,-5.786,,5.881,,-12.89,,-5.401,,,QC'd by NCI
4149,11111354,6603894,CCN1C[C@@]2(CC[C@H]([C@]34[C@H]2C[C@@H]([C@@H]31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@@H]6O)OC)O)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,3.371,-3.255,-9.899,-6.606,-0.7992,-5.057,-4.407,,,,-3.255,-3.313,-5.683,-0.7584,6.231,3.371,QC'd by SigmaAldrich
4150,26752590,9549924,CCCCCCC(=O)CC1=CC(=C(C=C1C=C(C(=O)OCC)C(=O)OCC)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,6.283,2.577,,-2.549,,-5.198,,-1.437,,6.12,,-1.616,,6.283,,,QC'd by BUCMLD
4151,11110858,6603743,C1=CC(=C(C(=C1CNNC(=O)[C@H](CO)N)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.571,-11.12,2.4,-1.835,0.7925,7.435,-3.834,,,,0.6319,-3.346,-0.2866,-4.303,5.782,-2.571,QC'd by SigmaAldrich
4152,11112170,5333,C1=CC(=CC=C1N)S(=O)(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,5.685,-1.682,-0.7427,,-0.1389,3.05,2.379,,-3.273,-3.051,-1.34,3.701,-3.187,-3.999,5.685,,QC'd by Prestwick
4153,4252865,411803,CCC1=CN=C(C=C1)CCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,2.204,5.416,,8.019,,0.7987,,-6.365,,1.301,,7.99,,2.204,,,QC'd by NCI
