PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
6176,4238131,3233242,CS(=O)(=O)N1CCC[C@]2(C1)CCN(C2)CC3=NC=CS3,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.91,,,,,10.61,,2.444,,-0.6231,,21.67,,6.329,,-13.91,QC'd by Pharmacopeia
6177,26750899,16758388,CC1=CC=C(C=C1)O[C@H]2C=C[C@H](O[C@H]2COC(=O)CC/C(=N\O[C@@H](C)C3=CN(N=N3)[C@@H](CC4=CC=CC=C4)CO)/C)C#CC5=CC=CC=C5,Active,44,,,Inhibitor,3.1623,92.039,,Partial curve; partial efficacy,-5.5,0.9,0.9017,-87.842,4.197,-2.2,0 0 0 0 0 0 0,-66.03,-8.697,,5.978,,20.03,,-2.056,,-13.71,,-33.8,,-66.03,,,QC'd by BUCMLD
6178,4237563,3232676,COC1=CC=CC(=C1)C2=NC=CC(=N2)N3C=CN=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-24.41,,,29.26,,14.79,,19.77,,3.277,,-24.41,,,,,QC'd by Pharmacopeia
6179,11111124,4375,CNC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,Inactive,0,,,Inactive,,,,,,,,,,4,,9.202,-10.32,-5.399,2.023,14.21,27.16,16.39,9.193,-1.754,1.385,5.113,1.499,5.575,11.91,-5.918,9.202,QC'd by SigmaAldrich
6180,11112401,1715117,CCNC[C@@H](C1=CC(=CC=C1)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,13.63,-4.125,-0.8153,-5.931,29.1,0.6594,8.942,-0.6168,4.019,-6.983,19.79,-9.475,7.788,9.978,13.63,,QC'd by Prestwick
6181,4252633,208384,C1=CC=C(C=C1)NC(=O)CN,Inactive,0,,,Inactive,,,,,,,,,,4,,17.03,-3.766,,-6.958,,-10.48,,-17.3,,-8.396,,-3.192,,17.03,,,QC'd by NCI
6182,4240150,3235256,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=CC=C(C=C3)C(=O)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.28,,,10.09,,-3.641,,13.37,,11.82,,-11.28,,,,,QC'd by Pharmacopeia
6183,26752410,2828312,COC1=CC(=CC(=C1OC)OC)C2C3=C(CC(N2)C(=O)O)C4=CC=CC=C4N3,Inactive,0,,,Inactive,,,,,,,,,,4,,21.05,-5.951,,0.8011,,-6.872,,9.401,,11.11,,14.17,,21.05,,,QC'd by BUCMLD
6184,4237526,3232639,COCCNC1=NC(=NC=C1)C2=CC(=CC=C2)NS(=O)(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.731,,,-13.65,,13.7,,3.924,,-17.58,,-7.731,,,,,QC'd by Pharmacopeia
6185,11113408,83887,C([C@H](C(=O)O)N)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.061,6.236,-8.894,-5.081,0.5845,-6.526,-0.324,-4.953,-0.8882,-13.97,-5.198,4.979,12.02,-1.012,9.391,-4.061,QC'd by Tocris
6186,4253800,3246469,C=CCSC1=NC2=C(N=CN=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.226,16.58,,15.66,,4.701,,14.76,,10.52,,-2.511,,-5.226,,,QC'd by NCI
6187,17385047,5459440,C#CCCCC(=S)NC1=CC=CC=C1,Inconclusive,20,,,Inhibitor,39.8107,97.4725,,Single point of activity,-4.4,4.9549,0.9548,-83.388,14.0845,-3,0 0 0 0 0 0,-69.49,,,,,2.151,,10.66,,14.31,,21.32,,22.2,,-69.49,QC'd by UPCMLD
6188,11112849,3033637,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,6.525,2.039,11.21,18.45,-1.588,-33.03,-18.52,0.8792,-4.168,-11.1,17.84,-13.59,0.6115,-4.851,6.525,,QC'd by Prestwick
6189,4239516,3234623,C1=CC=C(C=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N,Active,48,,,Inhibitor,0.631,102.064,,Partial curve; partial efficacy,-6.2,0.9,0.9517,-93.0695,8.995,-2.2,0 0 0 0 0,-73.81,,,16.14,,0.4803,,-13.99,,-27.25,,-73.81,,,,,QC'd by Pharmacopeia
6190,11111862,5420,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.52,-8.153,17.26,-2.132,15.54,-8.198,2.013,20.38,9.414,24.47,-16.86,-17.61,3.637,9.38,-13.9,-15.52,QC'd by SigmaAldrich
6191,4238143,3233254,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC=C3C4=CC5=C(C=C4)OCO5,Active,48,,,Inhibitor,0.5012,93.4,,Partial curve; partial efficacy,-6.3,1,0.9873,-89.4,4,-2.2,0 0 0 0 0,-74.5,,,8.197,,-3.292,,-12.94,,-38.26,,-74.5,,,,,QC'd by Pharmacopeia
6192,11111062,6603816,CN(C)C(=O)/N=N\C(=O)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.5,8.36,10.95,11.95,10.31,5.756,-9.31,-1.547,-6.941,15.76,-7.401,-16.29,-1.165,1.974,-7.371,-6.5,QC'd by SigmaAldrich
6193,4239015,3234122,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)C4=CC=CC(=C4)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.943,,,,,-9.188,,3.428,,20.86,,-1.994,,-3.012,,-3.943,QC'd by Pharmacopeia
6194,4252580,408275,C1=CC=C2C(=C1)C3=CC=CC=C3C2=NC4=CC=C(C=C4)N=C5C6=CC=CC=C6C7=CC=CC=C75,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.68,-12.75,,0.0097,,12.11,,10.75,,-17.68,,20.72,,-2.68,,,QC'd by NCI
6195,4254293,340684,C1=CC(=CN=C1)C2=NNC(=C2)C3=CC(=NN3)C4=CN=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,8.464,-21.91,,-11.58,,-0.4751,,-10.47,,-13,,17.52,,8.464,,,QC'd by NCI
6196,11112430,5372683,C1CN(CCN1CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.4584,11.67,1.529,-3.913,-26.73,12.62,-16.92,-31.5,0.0567,11.78,-13.34,-17.37,1.627,20.52,-0.4584,,QC'd by Prestwick
6197,26750854,16758349,C[C@@H]/1[C@H](COC(=O)C/C=C\[C@@H]([C@H](COC(=O)C/C=C1)NS(=O)(=O)C2=CC=C(C=C2)C)C)NS(=O)(=O)C3=CC=C(C=C3)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.208,-10.37,,-18.29,,-20.05,,-1.638,,3.055,,35.38,,-6.208,,,QC'd by BUCMLD
6198,11114117,5311452,CCC1=CC=CC=C1OC[C@H](CN[C@H]2CCCC3=CC=CC=C23)O,Inactive,0,,,Inactive,,,,,,,,,,4,,18.24,7.698,-5.126,-8.185,9.885,2.183,1.546,-5.219,11.73,13,7.679,10.03,-6.31,-18.82,-5.757,18.24,QC'd by Tocris
6199,11113409,5960,C([C@@H](C(=O)O)N)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,10.31,27.2,3.234,17.32,8.243,10.41,13.49,6.925,-0.5247,-19.6,-11.34,-19.6,-11.83,7.483,21.96,10.31,QC'd by Tocris
6200,4238637,3233746,C1=CC=C(C=C1)CCC2=NC3=CN=C(N=C3N(C2=O)CCC#N)OCC4=CC=CC=C4,Active,41,,,Inhibitor,15.8489,97.5245,,Partial curve; partial efficacy,-4.8,1.4163,0.9842,-91.0245,6.5,-2.2,0 0 0 0 0 0 0,-79.74,,,13.53,,1.213,,10.15,,3.794,,-1.067,,-32.56,,-79.74,QC'd by Pharmacopeia
6201,4253135,3246224,C1C[C@@H](SC1)N2C=NC3=C2N=CN=C3SCC4=CC(=CC=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,9.413,-11.96,,-5.413,,-16.95,,-17.59,,-2.833,,-1.129,,9.413,,,QC'd by NCI
6202,26752409,150718,C1C(NC(C2=C1C3=CC=CC=C3N2)C4=CC=CC=C4)C(=O)O,Inactive,0,,,Activator,,,,Single point of activity,,,,,,3,,49.38,17.58,,-18.66,,15.43,,-9.188,,29.98,,-8.046,,49.38,,,QC'd by BUCMLD
6203,4240149,3235255,C1CC1N2C3=NC=NC=C3N=C(C2=O)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.81,,,9.58,,-12.56,,18.67,,26.27,,24.16,,27.03,,-16.81,QC'd by Pharmacopeia
6204,4237525,3232638,COC1=CC=C(C=C1)C(=O)N2CCC3(CCN(CC3)CC4=CC=C(C=C4)C#N)CC2,Inconclusive,20,,,Inhibitor,31.6228,44.9774,,Single point of activity,-4.5,2.6384,0.9684,-44.1426,0.8348,-3,0 0 0 1 0 0,-36.3,,,,,-0.5179,,5.352,,-2.688,,22.6,,-1.783,,-36.3,QC'd by Pharmacopeia
6205,11112850,5282254,C[C@@]12C3=CC=CC=C3C[C@H](N1)C4=CC=CC=C24,Inactive,0,,,Inactive,,,,,,,,,,4,,8.917,0.4017,27.5,-6.093,-13.53,-19.07,-17.32,37,10.57,7.983,1.504,-0.6617,-7.798,26.43,8.917,,QC'd by Prestwick
6206,17385048,5459423,CCCCC#CC1=CC=CC=C1CC(=O)NC2=CC=CC=C2,Active,64,,,Inhibitor,2.5119,73.0014,,Complete curve; partial efficacy,-5.6,1.8851,0.9541,-73.8087,-0.8073,-1.2,0 0 0 0 0 0,-79.68,,,,,-7.527,,-4.527,,8.393,,-35.72,,-63.23,,-79.68,QC'd by UPCMLD
6207,4253801,3246470,CC1(O[C@@H]2CO[C@@H]([C@@H]2O1)C3=C4C(=NN3)C(=O)NC(=O)N4)C,Inactive,0,,,Inactive,,,,,,,,,,4,,5.402,-2.093,,6.581,,5.029,,19.94,,11.25,,-8.919,,5.402,,,QC'd by NCI
6208,11111863,207843,C1CCC(CC1)[C@](CCN2CCCCC2)(C3=CC=CC=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.94,9.816,-9.76,-12.01,13.29,2.173,9.198,-0.4137,-0.3167,1.094,4.106,1.805,-6.696,-0.8426,63.14,-12.94,QC'd by SigmaAldrich
6209,4238142,3233253,C1C[C@@]2(CCN(C2)C(=O)NC3=CC=CC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,0.3126,,,,,9.436,,14.45,,0.8716,,-0.7505,,-9.413,,0.3126,QC'd by Pharmacopeia
6210,11111061,650,CC(=O)C(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,28.2,0.8778,-2.993,2.307,1.05,-5.413,-5.391,-3.512,-6.215,-1.7,-14.54,3.088,0.3474,-7.793,-10.12,28.2,QC'd by SigmaAldrich
6211,4239515,3234622,COC(=O)N1CCC2(CCCN(C2)C3=CC=NC=C3)CC1,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.486,,,,,5.285,,-5.262,,-7.683,,-2.905,,11.11,,-8.486,QC'd by Pharmacopeia
6212,4239014,3234121,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)CC4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,16.75,,,-1.854,,7.97,,14.71,,4.29,,-7.226,,21.72,,16.75,QC'd by Pharmacopeia
6213,11112431,2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,3.734,21.92,-13.78,0.2715,10.1,19.33,6.857,26.52,12.63,2.493,-18.65,6.931,3.934,11.27,3.734,,QC'd by Prestwick
6214,26750853,6419698,C[C@@H]1CCCC(=O)OC[C@H]([C@@H](CCCC(=O)OC[C@H]1OC)C)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.996,-16.8,,-2.27,,-3.818,,-11.92,,-16.89,,-16.91,,-6.996,,,QC'd by BUCMLD
6215,4252581,224101,C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)N=[N+](C4=CC5=C(C=C4)C6=CC=CC=C6C5=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,0.7323,-7.283,,-38.6,,12.08,,5.413,,-3.772,,1.203,,0.7323,,,QC'd by NCI
6216,4254294,340685,C1=CC=NC(=C1)C2=CC(=NN2)C3=NNC(=C3)C4=CC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.697,-7.868,,-8.825,,-21.59,,-25.74,,-15.46,,22.16,,-2.697,,,QC'd by NCI
6217,11114118,6604012,CC#CCOC(=O)C1=C(N=C2C(=C1N)C3=C(S2)C[C@@H](CC3)O)C,Inconclusive,20,,,Inhibitor,15.8489,50.029,,Complete curve; partial efficacy; poor fit,-4.8,2.1876,0.727,-46.226,3.803,-1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-43.85,11.05,-5.876,-12.38,-5.545,8.334,-5.314,5.222,12.31,20.09,6.939,13.81,-11.83,-8.414,-35.75,-43.85,QC'd by Tocris
6218,11113410,1549098,C([C@@H](C(=O)O)N)S(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.612,7.333,-9.796,-4.599,3.399,-1.886,-3.834,-7.228,5.578,-2.37,2.917,-7.827,6.132,-2.414,5.293,-5.612,QC'd by Tocris
6219,4238636,3233745,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC(=CC=C3)NS(=O)(=O)C,Inconclusive,25,,,Inhibitor,0.5012,61.3187,,Partial curve; partial efficacy,-6.3,1.7885,0.9613,-57.8187,3.5,-2.2,0 0 0 0 0,-53.43,,,9.543,,-4.356,,2.683,,-25.87,,-53.43,,,,,QC'd by Pharmacopeia
6220,4253136,245251,C1=CC(=CC=C1SC(C(=O)O)SC2=CC=C(C=C2)Cl)Cl,Active,95,,,Inhibitor,0.02,110.475,,Complete curve; high efficacy,-7.7,1.6604,0.9916,-92.7692,17.7057,-1.1,0 0 0 0 0 0 0,-95.87,12.11,,18.36,,-37.86,,-79.63,,-92.02,,-92.9,,-95.87,,,QC'd by NCI
6221,17385049,5459430,CCC1CC2=C(C3=C(C=CC(=C3)OC)N=C2O1)CC,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.96,,,,,2.493,,8.027,,-10.09,,16.5,,39.54,,-18.96,QC'd by UPCMLD
6222,11113406,107812,C(CS(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,8.02,12.72,-4.753,-7.654,-7.431,-2.858,-15.72,4.302,-4.111,4.113,-11.9,14.74,-3.754,2.908,-3.394,8.02,QC'd by Tocris
6223,26752412,16758883,CC1CCC2C(=O)N3C(CCC(C3C4=CC(=CC=C4)N5CCOCC5)C)C(=O)N2[C@H]1C6=CC(=CC=C6)N7CCOCC7,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.43,11.07,,-2.152,,24.28,,6.574,,8.42,,-15.08,,-18.43,,,QC'd by BUCMLD
6224,4253137,414274,CC1=CC(=NC(=N1)SC)NC2=CC(=C(C=C2)O)CN3CCOCC3,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.688,-3.503,,-26.3,,6.947,,-2.404,,9.128,,12.43,,-8.688,,,QC'd by NCI
6225,4240152,3235258,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)OCC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-29.12,,,-2.389,,0.4507,,3.088,,5.72,,15.74,,-24.77,,-29.12,QC'd by Pharmacopeia
6226,4237524,3232637,C1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=COC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.28,,,-15.41,,-6.962,,-14.59,,0.6265,,-10.28,,,,,QC'd by Pharmacopeia
6227,4239514,3234621,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC(=CC=C4)OC)N5CCOCC5,Inactive,0,,,Inactive,,,,,,,,,,4,,12.34,,,22.44,,-7.775,,-17.51,,-14.81,,-1.609,,5.681,,12.34,QC'd by Pharmacopeia
6228,11111864,6604022,C[C@H]1C2=C(C(=O)N(C1=O)C)N=CN2,Inactive,0,,,Inactive,,,,,,,,,,4,,11.74,5.307,6.088,8.661,-18.87,-8.383,-15.58,-0.3693,-6.114,16.3,-7.506,5.431,12.18,-19.19,-12.7,11.74,QC'd by SigmaAldrich
6229,11111064,2993,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C,Inactive,0,,,Inactive,,,,,,,,,,4,,2.548,-8.687,1.136,-2.537,-3.32,8.697,8.845,4.338,-2.323,12.94,14.85,-3.033,-9.34,10.98,16.89,2.548,QC'd by SigmaAldrich
6230,11112851,5282254,C[C@@]12C3=CC=CC=C3C[C@H](N1)C4=CC=CC=C24,Inactive,0,,,Inactive,,,,,,,,,,4,,8.598,6.663,13.81,9.622,6.52,-36.95,31.29,-26.12,-12.26,-5.805,-24.92,0.1808,1.9,6.331,8.598,,QC'd by Prestwick
6231,4253802,283048,C1=CC(=CC(=C1)OCCO)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.97,-10.9,,4.263,,-2.609,,-5.972,,17.47,,-12.36,,-18.97,,,QC'd by NCI
6232,26750856,16758351,C[C@H](/C=C\CC(=O)N[C@@H](C)C(=O)OC)[C@@H](CO)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,5.767,0.9126,,-10.94,,-9.334,,-5.877,,6.675,,5.542,,5.767,,,QC'd by BUCMLD
6233,4252578,3246037,C1=NC2=C(NC(=O)N=C2N1[C@@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.3136,5.635,,-0.7979,,-4.393,,-5.813,,-4.992,,0.3943,,-0.3136,,,QC'd by NCI
6234,4254291,340663,CC1=C(C2=CC=CC=C2N1)C3=CC(=NO3)C4=NOC(=C4)C5=C(NC6=CC=CC=C65)C,Inactive,0,,,Activator,2.5119,59.829,,Partial curve; partial efficacy,-5.6,1.4787,0.9967,60.6141,0.7852,2.2,0 0 1 0 0 0 0,54.78,-0.5668,,3.082,,21.88,,0.4889,,4.804,,29.27,,54.78,,,QC'd by NCI
6235,11112428,3739,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.347,-5.183,-2.1,-0.0334,-3.347,-6.378,-19.41,35.58,24.4,6.046,-14.13,11.35,29.1,8.973,-4.347,,QC'd by Prestwick
6236,4238146,3233257,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC4=C3C=C(C=C4)C5=CC6=C(C=C5)OCO6,Active,92,,,Inhibitor,0.1259,100.119,,Complete curve; high efficacy,-6.9,0.9,0.997,-97.1775,2.9415,-1.1,0 0 0 0 0,-89.78,,,0.8048,,-14.95,,-38.18,,-74.93,,-89.78,,,,,QC'd by Pharmacopeia
6237,4239017,3234124,C1=CC=C2C(=C1)C(=NC(=N2)C3=COC=C3)NC4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,8.98,,,9.702,,10.47,,-0.4093,,11.76,,8.98,,,,,QC'd by Pharmacopeia
6238,11114119,5024764,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC(C)(C)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.99,10.92,-2.5,2.302,-3.884,6.407,4.125,6.149,9.523,21.54,4.496,20.27,2.438,-8.828,-17,-28.99,QC'd by Tocris
6239,4238635,3233744,CN1CCC2(CC1)CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,5.279,,,,,-1.761,,-6.716,,1.717,,-2.633,,1.454,,5.279,QC'd by Pharmacopeia
6240,17385050,5459519,COC1=CC2=CC3=C(C4=CC=CC=C4C3)N=C2C=C1,Active,44,,,Inhibitor,6.3096,105.479,,Partial curve; high efficacy,-5.2,1.331,0.9769,-104.959,0.5205,-2.1,0 0 0 0 0 0,-96.14,,,,,7.952,,-11.2,,0.6004,,-20.68,,-72.5,,-96.14,QC'd by UPCMLD
6241,11113407,1123,C(CS(=O)(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,18.95,1.708,7.379,-3.791,4.236,-0.5439,0.3554,-6.279,-3.74,-6.681,-8.136,15.32,8.906,-17.92,0.1868,18.95,QC'd by Tocris
6242,4240151,3235257,C1=CC=C(C=C1)CCC2=NC3=CN=CN=C3N(C2=O)C4=CC=CC=C4,Inconclusive,20,,,Inhibitor,25.1189,58.536,,Partial curve; partial efficacy,-4.6,1.8617,0.9534,-61.6139,-3.0779,-2.2,0 0 0 0 0 0 0,-51.28,,,-8.353,,4.499,,-5.896,,-3.145,,-2.516,,-13.74,,-51.28,QC'd by Pharmacopeia
6243,4237523,3232636,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CCC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.27,,,11.07,,-5.317,,12.46,,4.216,,10.83,,7.589,,-28.27,QC'd by Pharmacopeia
6244,11111865,114924,CCCCCCCCCCCCCCSCC(=O)O,Inconclusive,20,,,Inhibitor,39.8107,52.026,,Single point of activity,-4.4,4.9549,0.5524,-47.026,5,-3,1 0 0 0 0 0 0 0 0 0 1 0 0 0 0,-41.92,24.45,4.402,23.64,8.827,21.79,-4.905,-13.18,5.454,-6.962,16.4,27.45,-9.309,2.486,4.251,-41.92,QC'd by SigmaAldrich
6245,26752411,16758882,CC1CCC(NC1C2=CC=CC(=C2)CC=C)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.981,3.026,,-8.082,,-6.045,,0.6206,,7.334,,-3.402,,1.981,,,QC'd by BUCMLD
6246,4253138,414285,C1=CC=C2C(=C1)NC(=N2)CNC3=CC=C(C=C3)S(=O)(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,7.25,7.994,,-1.087,,14.26,,-4.851,,6.344,,-10.68,,7.25,,,QC'd by NCI
6247,11111063,443586,C1=C(C=C(C=C1O)O)[C@@H](C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,4.945,1.371,-14.23,-9.191,3.809,-6.394,0.9641,-10.09,-12.41,-9.099,-4.167,39.31,19.04,3.053,0.6402,4.945,QC'd by SigmaAldrich
6248,4239513,3234620,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)N5CCOCC5,Inactive,0,,,Inactive,,,,,,,,,,4,,-22.4,,,-21.97,,-2.099,,-8.685,,-9.62,,-13.09,,-10.85,,-22.4,QC'd by Pharmacopeia
6249,4238144,3233255,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)N4CCN(CC4)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.32,,,-11.89,,-2.019,,-17.65,,-5.382,,-12.44,,-7.354,,-10.32,QC'd by Pharmacopeia
6250,4253803,283211,C1=CC=C(C(=C1)NN(CC2=CC=NC=C2)C3=CC=CC=C3Cl)Cl,Active,46,,,Inhibitor,1.5849,98.4481,,Partial curve; high efficacy,-5.8,2.5884,0.9313,-91.9862,6.462,-2.1,0 0 0 0 0 0 0,-92.81,-12.28,,-0.87,,10.18,,24.68,,5.62,,-63.23,,-92.81,,,QC'd by NCI
6251,11112852,5459211,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)N,Inactive,0,,,Inactive,,,,,,,,,,4,,14.02,9.004,-18.17,0.0817,-2.553,-4.901,-9.022,5.997,1.588,-5.749,-10.21,-16.46,26.78,0.0794,14.02,,QC'd by Prestwick
6252,11112429,6604278,C[C@H]1[C@H]([C@H](C[C@H](O1)O[C@@H]2CC[C@]3([C@H]4CC[C@]5([C@H](CC[C@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.76,13.22,5.411,-2.425,3.168,9.7,-17.7,9.483,-8.59,-4.602,21.11,1.62,6.844,-2.577,-13.76,,QC'd by Prestwick
6253,26750855,16758350,CC1=CC=C(C=C1)S(=O)(=O)N[C@H](CO)[C@H](C)/C=C\CC(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.119,8.54,,4.525,,6.101,,14.07,,22.29,,-4.827,,-7.119,,,QC'd by BUCMLD
6254,4238145,3233256,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C=N3)CCC4=CC=CC=C4,Active,42,,,Inhibitor,10,69.176,,Partial curve; partial efficacy,-5,1.1,0.9582,-72.6146,-3.4386,-2.2,0 0 0 0 0 0 0,-63.48,,,-10.51,,-5.253,,5.906,,-5.35,,-14.85,,-40.76,,-63.48,QC'd by Pharmacopeia
6255,4252579,408250,C1=CC=C(C=C1)C2=C(C(=CC3=CC=CC=C32)C4=C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,12.96,-1.649,,1.49,,-7.095,,9.267,,-3.044,,-4.738,,12.96,,,QC'd by NCI
6256,4254292,340667,COC1=CC2=C(C=C1)C3=C(CC2)C(=NO3)C4=NOC5=C4CCC6=C5C=CC(=C6)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,5.261,11.37,,12.64,,-2.174,,-31,,1.343,,-0.6428,,5.261,,,QC'd by NCI
6257,4239016,3234123,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)C4=NC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,16.34,,,,,-5.307,,-10.51,,-6.095,,-13.26,,-6.146,,16.34,QC'd by Pharmacopeia
6258,4238634,3233743,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,3.22,,,-14.79,,-5.07,,-1.616,,2.489,,7.616,,3.881,,3.22,QC'd by Pharmacopeia
6259,11114120,3519541,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC(C)(C)C=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.43,2.375,-0.1712,4.736,-8.994,1.307,-11.82,8.926,-6.871,6.454,-3.346,0.336,10.02,17.59,-8.008,-18.43,QC'd by Tocris
